category,customer_id,is_gift,payment_method,price,product_id,product_name,quantity,rating,shipping_address_city,shipping_address_country,shipping_address_state,shipping_address_street,shipping_address_zip_code,tags,timestamp,transaction_id,date,year,month,day,day_of_week,total_price
Beauty,c005c8e7,,PayPal,479.53,f85676a7,Nail Polish,10,0.0,Chicago,USA,NY,9075 Oak St,76981,"new,sale,limited",2024-05-30 13:45:43,4a67d220-d112-408c-87fe-353bef7d623e,2024-05-30,2024,5,30,5,4795.299999999999
Beauty,1191618c,,Credit Card,327.75,3a97b36a,Nail Polish,8,5.0,Chicago,USA,TX,3124 Pine St,41927,"trending,new",2025-03-15 13:55:43,9dabc603-4a2b-4118-bfec-9ccc2351eb84,2025-03-15,2025,3,15,7,2622.0
Health,5627ea1e,,Credit Card,299.73,cf3d11c8,Vitamins,7,0.0,New York,USA,IL,8878 Oak St,71149,"new,sale,exclusive",2024-05-27 12:02:43,582d2fda-051e-426b-9e0d-edad9752fbe4,2024-05-27,2024,5,27,2,2098.11
Automotive,7324198b,,Bank Transfer,968.21,b015343f,Jump Starter,4,3.0,Los Angeles,USA,AZ,8466 Oak St,85273,trending,2025-01-30 15:25:43,8899ed4a-b0f9-45f4-9b41-8a23b88ee8f4,2025-01-30,2025,1,30,5,3872.84
Home & Kitchen,bac71e0e,,Debit Card,120.75,3b7c1c0f,Knife Set,3,2.0,Chicago,USA,CA,3686 Pine St,96469,"new,exclusive",2024-10-12 20:09:43,45880eac-75dd-44d1-ac54-b3eae6655b44,2024-10-12,2024,10,12,7,362.25
Home & Kitchen,535b598a,,Credit Card,441.56,2ab81e54,Coffee Maker,6,0.0,New York,USA,TX,9268 Maple St,16053,"sale,trending",2024-05-12 15:35:43,5e4c29e9-6682-45c1-a0f3-01e71dc03d47,2024-05-12,2024,5,12,1,2649.36
Electronics,4f9ab3a0,,Gift Card,541.9,d79a8f1b,Tablet,5,0.0,New York,USA,AZ,3893 Cedar St,86926,"exclusive,limited,sale",2024-04-16 00:46:43,99f79f3f-bf0d-4d83-848c-7c6b611c7c8a,2024-04-16,2024,4,16,3,2709.5
Electronics,629e7762,,Bank Transfer,260.38,6eaaaaad,Smart Watch,2,0.0,Phoenix,USA,AZ,4536 Pine St,41489,sale,2024-11-22 20:50:43,db5d7135-b40f-4d2b-a085-39704f2bf60e,2024-11-22,2024,11,22,6,520.76
Health,a995f2d9,,Gift Card,270.29,448af685,Bandages,1,3.0,Phoenix,USA,CA,5550 Pine St,61456,sale,2024-12-09 19:20:43,1d72e0c7-de34-4ab4-a969-efeb5d7cdb65,2024-12-09,2024,12,9,2,270.29
Clothing,c1dc1ae1,,Debit Card,620.78,2b994160,Shoes,2,3.0,Los Angeles,USA,TX,878 Pine St,65622,,2024-11-24 13:00:43,f27374c3-1789-46aa-ab86-7fb8be7b097a,2024-11-24,2024,11,24,1,1241.56
Sports,20a9b422,,PayPal,707.57,fe0a283c,Bicycle,7,2.0,Chicago,USA,NY,7629 Pine St,50591,,2024-08-26 20:34:43,76786f8b-20e5-4e05-91b3-0fb104878e77,2024-08-26,2024,8,26,2,4952.990000000001
Home & Kitchen,66fefe34,,Debit Card,920.08,0ed61f24,Knife Set,5,4.0,New York,USA,AZ,1299 Main St,89314,exclusive,2024-04-29 17:48:43,88f7f6fd-1190-4f72-ab4b-6c56208e1091,2024-04-29,2024,4,29,2,4600.400000000001
Beauty,4d7c5034,,Credit Card,31.26,1ac91a32,Shampoo,10,1.0,Houston,USA,NY,1106 Cedar St,76726,new,2025-02-04 00:36:43,5af2cb29-5e78-4f12-9112-d72eb316e39c,2025-02-04,2025,2,4,3,312.6
Health,54fa0dfe,,Gift Card,403.04,aadedbea,Pain Reliever,2,0.0,New York,USA,CA,7827 Cedar St,38808,"exclusive,sale",2024-06-24 07:53:43,2a79e716-aa30-431b-ba68-6329514a8c84,2024-06-24,2024,6,24,2,806.08
Sports,f0d1b331,,Credit Card,648.05,c602d53e,Running Shoes,2,0.0,Houston,USA,IL,4420 Maple St,23251,,2024-10-27 14:41:43,42836157-9fcc-41e5-9dce-d372bedfc04c,2024-10-27,2024,10,27,1,1296.1
Home & Kitchen,dd5f2001,,PayPal,910.9,b7c7df64,Blender,9,1.0,Los Angeles,USA,AZ,3343 Maple St,96910,,2024-12-27 02:03:43,3c5e37d6-dada-4670-8bdd-a14002b0304b,2024-12-27,2024,12,27,6,8198.1
Toys,4f80a559,,Cash,860.71,7681450d,Stuffed Animal,6,3.0,Phoenix,USA,AZ,4465 Pine St,94404,,2024-06-15 06:33:43,a79280cf-cd6f-41c3-923f-d4d018c35822,2024-06-15,2024,6,15,7,5164.26
Grocery,1b21c9a8,,Cash,437.65,ea6a8400,Cereal,7,3.0,Phoenix,USA,AZ,5373 Pine St,34594,"exclusive,sale,trending",2024-08-26 17:47:43,4e6f793c-1f15-43cf-bf6b-24e58a194306,2024-08-26,2024,8,26,2,3063.5499999999997
Automotive,b6a5f8ba,,Credit Card,956.06,4ac7cc88,Car Wax,3,1.0,Los Angeles,USA,CA,6177 Pine St,10731,"exclusive,trending",2025-01-14 13:50:43,196d8285-2bd4-4dd8-96ef-326ae0a21257,2025-01-14,2025,1,14,3,2868.18
Electronics,5c0ceb3c,,Bank Transfer,537.26,330065f2,Laptop,6,3.0,Phoenix,USA,TX,997 Pine St,36059,"sale,limited",2024-06-01 03:36:43,b04836a9-798e-4fcf-ad68-a410e40630dc,2024-06-01,2024,6,1,7,3223.56
Automotive,45c195be,,Credit Card,214.86,07507e36,Tire Gauge,5,2.0,Houston,USA,TX,685 Pine St,85317,sale,2024-12-08 00:11:43,ae9f3b3c-eb58-4dae-a3d5-286273a5ba1c,2024-12-08,2024,12,8,1,1074.3000000000002
Electronics,8dff56d4,,Bank Transfer,995.01,c6b4638f,TV,10,4.0,Chicago,USA,AZ,5566 Main St,32995,sale,2024-05-25 14:20:43,5c136f07-2d42-45ab-ae07-f543a398e37d,2024-05-25,2024,5,25,7,9950.1
Toys,f0696ff6,,Gift Card,449.37,a3fb0360,Action Figure,4,2.0,New York,USA,IL,4767 Pine St,74997,new,2024-12-25 22:10:43,8441b8a7-003a-44c7-8f61-dbd5036b10cf,2024-12-25,2024,12,25,4,1797.48
Sports,771b3642,,PayPal,990.85,881013f1,Basketball,10,0.0,Houston,USA,TX,5925 Cedar St,42233,"sale,limited",2024-07-09 03:00:43,15a0702d-3522-42ec-a924-c4678a0396fd,2024-07-09,2024,7,9,3,9908.5
Grocery,c3aa016e,,Bank Transfer,452.44,e3f675ce,Canned Goods,6,4.0,Los Angeles,USA,NY,430 Main St,26302,,2025-02-17 09:56:43,2cb16a09-3fcd-4af7-9198-881fb56e5bb2,2025-02-17,2025,2,17,2,2714.64
Health,6e151052,,Gift Card,99.63,8bb0f75e,Vitamins,4,5.0,Chicago,USA,CA,5502 Maple St,71953,"sale,exclusive",2024-04-25 03:29:43,b30a5e5f-cf6b-4255-b0d3-f988bdad389e,2024-04-25,2024,4,25,5,398.52
Automotive,b4873ece,,Gift Card,694.17,569402a5,Jump Starter,2,1.0,Chicago,USA,TX,4085 Cedar St,10053,"limited,new",2024-04-19 11:32:43,0b575090-fb8d-4f59-ab97-e1d9f75ea0f6,2024-04-19,2024,4,19,6,1388.34
Toys,f0826c60,,Debit Card,544.42,455e3772,Stuffed Animal,8,0.0,Phoenix,USA,AZ,2904 Cedar St,74885,"limited,trending",2024-07-08 04:06:43,63ae858d-fbe7-4d18-9f95-82f9118142b3,2024-07-08,2024,7,8,2,4355.36
Health,f0b5086c,,PayPal,774.33,afc37b51,Thermometer,4,5.0,New York,USA,AZ,7756 Maple St,39350,,2025-03-07 18:19:43,61970d20-6d2b-4c3e-965c-c388f0b7f074,2025-03-07,2025,3,7,6,3097.32
Grocery,88d8b3c9,,Cash,211.73,b6ae31b1,Cereal,10,0.0,Houston,USA,AZ,8801 Oak St,92975,new,2024-11-22 02:22:43,1faae75e-8284-477d-827a-e4ee68e5af0b,2024-11-22,2024,11,22,6,2117.2999999999997
Clothing,8ba0cf68,,Gift Card,768.39,b0dfd953,Shoes,8,4.0,Phoenix,USA,AZ,5201 Maple St,95415,sale,2024-08-06 17:14:43,95757d57-9585-44aa-9806-8809c1544fcc,2024-08-06,2024,8,6,3,6147.12
Toys,f8896275,,Cash,730.64,dda25863,Doll,2,0.0,Phoenix,USA,CA,5727 Oak St,14823,"exclusive,sale",2025-02-15 13:27:43,4d821885-7971-4e7f-bc25-84b5f649e61f,2025-02-15,2025,2,15,7,1461.28
Grocery,8f5421c4,,Cash,104.1,37a660c6,Snacks,7,1.0,Los Angeles,USA,NY,4464 Oak St,79812,,2024-04-09 18:17:43,e086e8b5-447f-4178-8f18-ebf7daa30e4e,2024-04-09,2024,4,9,3,728.6999999999999
Automotive,b87f0f43,,Bank Transfer,164.41,199151d9,Car Wax,1,3.0,New York,USA,NY,9424 Maple St,91594,"new,exclusive",2024-10-21 16:57:43,b8f99d1c-b589-467d-a0fe-e1ccb4012d56,2024-10-21,2024,10,21,2,164.41
Home & Kitchen,36872dd6,,Cash,422.33,a0d3494d,Coffee Maker,1,3.0,Phoenix,USA,TX,1852 Main St,70913,"new,sale",2024-04-11 15:11:43,fa5e5ed9-543b-473e-8fd9-c18cd24fd7f1,2024-04-11,2024,4,11,5,422.33
Grocery,1d81a034,,Credit Card,362.33,a00379d4,Coffee,9,0.0,Chicago,USA,CA,2699 Main St,27085,,2025-01-05 15:01:43,d1993f94-c19b-4ef4-aa38-f905259dfc0b,2025-01-05,2025,1,5,1,3260.97
Toys,9b07e710,,Bank Transfer,930.04,804290bc,Stuffed Animal,1,1.0,New York,USA,CA,7789 Pine St,85304,limited,2024-07-01 01:00:43,8638c8bb-1be3-4582-9fa2-a4b02967bcef,2024-07-01,2024,7,1,2,930.04
Clothing,a54132fb,,Debit Card,980.85,753d9426,Jacket,6,4.0,New York,USA,CA,974 Oak St,60132,"exclusive,trending",2025-01-28 05:57:43,7adfb4f0-5f9c-4618-81aa-2be9d29dde68,2025-01-28,2025,1,28,3,5885.1
Clothing,eb9830e9,,Debit Card,750.62,49e6ae40,Shoes,5,3.0,New York,USA,CA,701 Main St,28418,"exclusive,limited,sale",2024-07-30 16:12:43,a53e5257-d9df-4e62-a424-12e78ba8ad74,2024-07-30,2024,7,30,3,3753.1
Home & Kitchen,76870885,,Bank Transfer,179.3,40b280ed,Toaster,2,0.0,Los Angeles,USA,IL,9546 Maple St,35283,limited,2024-09-09 23:36:43,ba42e529-8e58-4a4f-9e69-05cbc0402cfc,2024-09-09,2024,9,9,2,358.6
Toys,7561f855,,Gift Card,169.03,2df80f66,Doll,5,4.0,Chicago,USA,AZ,9911 Cedar St,27938,"exclusive,sale",2024-04-25 21:08:43,55237f52-35cd-4348-9287-f7dba3edc390,2024-04-25,2024,4,25,5,845.15
Automotive,a8f89085,,Cash,321.42,e4250b69,Air Freshener,7,1.0,Phoenix,USA,TX,4341 Maple St,51002,new,2025-02-10 14:05:43,d12244c1-c8d7-4242-9d52-01f55c894071,2025-02-10,2025,2,10,2,2249.94
Grocery,7c626956,,Debit Card,56.51,ffaa7ac1,Canned Goods,4,2.0,New York,USA,AZ,3953 Oak St,42522,,2025-02-16 09:04:43,c4a64300-74df-452c-b46d-26a8c8660c28,2025-02-16,2025,2,16,1,226.04
Clothing,8d6901bf,,Debit Card,625.77,a3e85ca7,T-shirt,1,5.0,Houston,USA,AZ,9858 Pine St,74140,,2024-05-01 06:46:43,697a0198-46ad-4ab0-a26b-67552ba2c0f2,2024-05-01,2024,5,1,4,625.77
Toys,ecac953f,,Bank Transfer,87.25,dbe716d1,Doll,2,3.0,Houston,USA,TX,5719 Main St,77340,"trending,exclusive,sale",2024-11-19 07:24:43,a89b6d2d-9056-40eb-aed5-3bef94069a7e,2024-11-19,2024,11,19,3,174.5
Books,d929b49f,,Bank Transfer,420.93,be1570f9,Self-Help,6,2.0,Phoenix,USA,NY,2798 Cedar St,82645,"trending,new",2024-05-08 07:57:43,7500ce2e-4d3f-463a-bab9-e666955c1e4e,2024-05-08,2024,5,8,4,2525.58
Automotive,f92a4019,,Debit Card,237.6,4af9276e,Air Freshener,8,2.0,Chicago,USA,AZ,6388 Main St,68384,"sale,trending,exclusive",2024-06-14 22:37:43,3d92425d-9139-46c3-b083-c7b3a9ab8a53,2024-06-14,2024,6,14,6,1900.8
Home & Kitchen,2b726aa1,,Credit Card,151.97,c789466c,Blender,1,4.0,Chicago,USA,AZ,5542 Cedar St,82325,"trending,new",2024-12-25 15:54:43,7367dc72-296a-48fa-a2f5-538b55228c61,2024-12-25,2024,12,25,4,151.97
Health,030a5f28,,PayPal,218.85,938cbbd9,First Aid Kit,1,4.0,New York,USA,TX,9893 Cedar St,32764,limited,2024-03-21 11:15:43,ea53d590-58c0-447f-a2e1-74722e3f0c7d,2024-03-21,2024,3,21,5,218.85
Beauty,fb832b83,,Credit Card,10.09,8057914d,Perfume,10,0.0,New York,USA,IL,9030 Oak St,43618,,2024-10-19 06:13:43,6c3e6047-be64-4712-ac77-8aed615a5fa4,2024-10-19,2024,10,19,7,100.9
Health,602e8217,,Gift Card,187.3,e3049cba,Vitamins,8,0.0,Los Angeles,USA,IL,5918 Oak St,83315,"trending,new",2025-03-06 08:21:43,c4659e4b-0a5c-4a67-ac8d-658fd695f818,2025-03-06,2025,3,6,5,1498.4
Clothing,b54aa6aa,,Debit Card,881.05,0540d662,T-shirt,2,4.0,Los Angeles,USA,TX,7027 Oak St,91978,,2025-02-15 23:56:43,7040a6ea-94be-4c09-a2b7-8d4521c4ae73,2025-02-15,2025,2,15,7,1762.1
Home & Kitchen,616e8ac7,,Credit Card,764.63,5db46763,Coffee Maker,5,2.0,New York,USA,CA,4989 Main St,70246,"sale,trending",2025-03-11 03:35:43,e5b7a865-b746-48dd-bda0-314f5c310c21,2025-03-11,2025,3,11,3,3823.15
Sports,f68acdd8,,Gift Card,727.34,61bbf813,Dumbbells,10,0.0,Phoenix,USA,IL,2785 Pine St,83939,,2025-01-10 23:13:43,ebe0fb21-7c59-40ed-931b-bbb0ad49a84f,2025-01-10,2025,1,10,6,7273.400000000001
Sports,407c80fa,,Credit Card,235.94,5eaa6104,Yoga Mat,4,5.0,New York,USA,IL,4606 Maple St,32609,sale,2024-08-31 13:20:43,99ac6c0f-de1c-45f3-a18f-c90ec17893c4,2024-08-31,2024,8,31,7,943.76
Home & Kitchen,b482fd7d,,Gift Card,469.81,f90373b7,Toaster,2,1.0,New York,USA,NY,6767 Maple St,74003,trending,2024-10-14 08:00:43,4fec23d5-5e3d-41f1-b1e5-1af78da22dc8,2024-10-14,2024,10,14,2,939.62
Home & Kitchen,46f3ee5d,,Cash,808.64,6ad4faff,Coffee Maker,4,0.0,Chicago,USA,AZ,2223 Pine St,25652,"sale,exclusive",2024-10-07 22:16:43,79840503-90af-4586-923a-988e4ce3846b,2024-10-07,2024,10,7,2,3234.56
Electronics,45bfc2b0,,Cash,905.03,2780de8f,Smart Watch,3,2.0,Los Angeles,USA,NY,1386 Main St,78634,"new,trending,sale",2024-03-19 19:38:43,953afcf1-a6ac-4dfc-815e-56f05553a502,2024-03-19,2024,3,19,3,2715.09
Beauty,25fb9f85,,Gift Card,805.99,04dea6c7,Shampoo,9,3.0,Chicago,USA,CA,7392 Maple St,80445,limited,2024-10-17 04:24:43,f4f4a88f-5259-4867-957e-7e3f3864ad74,2024-10-17,2024,10,17,5,7253.91
Toys,dea2f1e2,,Cash,958.07,16b1fc29,Stuffed Animal,8,4.0,New York,USA,CA,8687 Pine St,76540,"new,limited",2024-10-28 15:00:43,c370f6e2-e37a-4396-9a0f-6fbfe17cdc0c,2024-10-28,2024,10,28,2,7664.56
Health,0d0ffc45,,PayPal,567.67,37474c6d,Thermometer,6,5.0,Los Angeles,USA,NY,9852 Maple St,77282,,2024-10-26 21:26:43,4de542c0-afcb-402d-96ce-2fe3bdf29c00,2024-10-26,2024,10,26,7,3406.0199999999995
Books,460994c7,,Debit Card,348.24,65448031,Biography,1,4.0,Los Angeles,USA,NY,4778 Cedar St,32680,trending,2024-06-23 23:48:43,469554fb-feb5-4241-a2ee-1f55589fee82,2024-06-23,2024,6,23,1,348.24
Health,0d83abce,,Bank Transfer,534.66,75efbb32,Bandages,7,5.0,Chicago,USA,CA,9771 Oak St,58481,,2024-12-28 04:36:43,e4f81c83-a40b-42ca-b073-472fbd4c77ed,2024-12-28,2024,12,28,7,3742.62
Home & Kitchen,08afdd06,,Bank Transfer,767.2,99e040de,Microwave,1,2.0,New York,USA,CA,1200 Main St,96447,"new,sale,limited",2024-07-21 20:56:43,71e5dfa3-e656-4821-babf-a1b27abe48b1,2024-07-21,2024,7,21,1,767.2
Beauty,a9483125,,Cash,561.57,2ea84026,Hair Dryer,9,1.0,Houston,USA,NY,4465 Oak St,63876,,2025-03-18 15:45:43,78de26f3-9e33-4bab-bdb1-16dfd8df0ec3,2025-03-18,2025,3,18,3,5054.13
Home & Kitchen,0e1b97fc,,Gift Card,66.52,ea52fb4d,Blender,5,5.0,Houston,USA,CA,2316 Main St,50339,new,2024-11-11 01:37:43,f246b4c9-821a-4b94-8c6a-1514dfea89cd,2024-11-11,2024,11,11,2,332.59999999999997
Clothing,4b84f390,,Cash,745.04,60722567,Jeans,10,2.0,Chicago,USA,TX,2621 Main St,10698,new,2025-02-01 00:30:43,7d4e05b5-546f-42e4-9768-79ff99366b1d,2025-02-01,2025,2,1,7,7450.4
Sports,d630e682,,Gift Card,294.75,904447c4,Basketball,9,5.0,Phoenix,USA,IL,7884 Main St,54599,new,2024-06-27 16:59:43,e286fd61-a9c7-4ae9-bda6-0edb1bbfb8c4,2024-06-27,2024,6,27,5,2652.75
Health,36faff59,,PayPal,598.8,481680c8,Vitamins,10,5.0,Los Angeles,USA,CA,2088 Oak St,86382,"new,trending",2024-09-03 10:29:43,d140ac4b-51a5-49c7-9acb-31e957a420c0,2024-09-03,2024,9,3,3,5988.0
Grocery,b78861d9,,Cash,62.01,578a50de,Canned Goods,8,3.0,New York,USA,TX,4075 Main St,46993,"exclusive,new",2024-12-06 14:19:43,21e6b6a6-bc98-4583-b180-bd0496356735,2024-12-06,2024,12,6,6,496.08
Electronics,08070d74,,Bank Transfer,869.59,f01dfb79,TV,7,1.0,Houston,USA,CA,582 Cedar St,46178,"sale,trending",2024-08-14 05:54:43,91b8419f-77cb-4582-9ee4-c6221020e8eb,2024-08-14,2024,8,14,4,6087.13
Health,2e7f1b7e,,PayPal,155.46,f0293aea,First Aid Kit,2,0.0,New York,USA,AZ,9782 Pine St,12258,"new,trending",2024-05-09 06:18:43,2a8b78ad-3d89-43d7-a2e1-62cdd1664849,2024-05-09,2024,5,9,5,310.92
Automotive,297585b3,,Gift Card,147.78,958bbbd4,Floor Mats,8,1.0,Chicago,USA,AZ,7012 Cedar St,22014,"new,exclusive",2024-09-29 09:21:43,d87b3370-bd90-411c-81dc-ee2c6e15276d,2024-09-29,2024,9,29,1,1182.24
Beauty,ded952be,,Credit Card,442.67,2ba5cfea,Shampoo,1,0.0,New York,USA,NY,2349 Maple St,62971,"new,exclusive,sale",2024-11-10 11:55:43,c04f4b72-edba-4414-9ec3-86c361c08500,2024-11-10,2024,11,10,1,442.67
Books,0f7b6667,,Gift Card,160.98,45fb37de,Science Fiction,5,3.0,Phoenix,USA,AZ,6788 Maple St,98677,,2025-02-26 20:12:43,6f72c96e-2837-44b4-a3fc-0027b289a9ef,2025-02-26,2025,2,26,4,804.9
Toys,4759fc59,,Debit Card,359.48,466b24c9,Building Blocks,3,5.0,Houston,USA,IL,6271 Cedar St,45671,"limited,trending,exclusive",2024-03-18 09:27:43,cb0db032-acf2-424a-b03b-50b9d9ec90ce,2024-03-18,2024,3,18,2,1078.44
Home & Kitchen,ca32d0b6,,Bank Transfer,802.87,ccc3150d,Microwave,10,0.0,Los Angeles,USA,TX,4543 Pine St,13991,"limited,sale,new",2025-02-22 14:54:43,985f35c3-2165-486b-92f2-7d3387e7f2aa,2025-02-22,2025,2,22,7,8028.7
Health,4d774f0d,,PayPal,49.68,ee1668fc,First Aid Kit,2,0.0,New York,USA,TX,7666 Oak St,84001,"new,trending,limited",2024-10-24 20:30:43,5cf2ede0-df1f-49a7-a184-883f55cf8074,2024-10-24,2024,10,24,5,99.36
Automotive,4e29dba8,,PayPal,729.05,f626ef1d,Floor Mats,5,5.0,New York,USA,AZ,1600 Main St,81531,"limited,sale,exclusive",2024-03-30 13:43:43,fcebe2a3-19ef-43fa-b557-f1584980e93d,2024-03-30,2024,3,30,7,3645.25
Beauty,4d209d9c,,Bank Transfer,960.54,d7e3534e,Shampoo,10,2.0,Los Angeles,USA,CA,2098 Maple St,42177,"trending,new",2024-05-17 09:31:43,f13a2cc3-602b-4808-bd4f-3bcfeccfbf40,2024-05-17,2024,5,17,6,9605.4
Sports,865b27ca,,Gift Card,101.63,cdb8b0f6,Bicycle,6,5.0,Chicago,USA,IL,9991 Oak St,54599,,2024-07-06 09:59:43,6285c6e5-50d2-4ef9-8ce9-71c114d82588,2024-07-06,2024,7,6,7,609.78
Books,365af8e2,,Cash,427.57,daa7f6ea,Fiction Novel,9,2.0,New York,USA,TX,3736 Oak St,96327,,2024-08-25 12:07:43,f6c747f5-673c-4535-bc53-6a4f1749045a,2024-08-25,2024,8,25,1,3848.13
Clothing,09b9cf6f,,Debit Card,896.31,c541894b,Jeans,4,5.0,Phoenix,USA,NY,708 Maple St,22645,"limited,sale,new",2024-10-10 17:08:43,bf7cebb3-afc2-4f51-802a-926b3a599f27,2024-10-10,2024,10,10,5,3585.24
Beauty,9b1066f3,,PayPal,759.72,2a874515,Shampoo,3,2.0,Los Angeles,USA,IL,816 Pine St,30735,,2025-01-22 10:56:43,a378b2cb-4580-4294-9869-6d26cd434a55,2025-01-22,2025,1,22,4,2279.16
Health,51c43884,,PayPal,216.2,97e135e4,Thermometer,10,2.0,Chicago,USA,AZ,8513 Maple St,43613,"sale,trending",2024-12-09 08:37:43,9f9b1e8b-cf76-41f4-b0e2-10d8a910b2ba,2024-12-09,2024,12,9,2,2162.0
Sports,5f375e3b,,Bank Transfer,766.5,e6f4d164,Bicycle,8,1.0,Houston,USA,CA,5293 Maple St,50764,,2025-02-06 23:07:43,e6fc70b2-3a68-40a8-8411-4f249e8e3332,2025-02-06,2025,2,6,5,6132.0
Grocery,daf24884,,Bank Transfer,967.25,bbd28b48,Snacks,3,5.0,New York,USA,AZ,9883 Pine St,60795,"limited,trending,sale",2024-12-23 11:23:43,cafcc988-7846-4516-af03-3876426c1933,2024-12-23,2024,12,23,2,2901.75
Automotive,12ad11da,,Cash,554.94,562173aa,Floor Mats,5,0.0,Chicago,USA,CA,3891 Pine St,81000,"exclusive,trending,sale",2024-05-18 23:04:43,901b6911-3b64-4f3f-8a42-a3d429801901,2024-05-18,2024,5,18,7,2774.7000000000003
Toys,999bbc65,,Cash,496.63,d5192e75,Puzzle,7,3.0,Chicago,USA,CA,7328 Cedar St,28383,"new,exclusive",2024-10-10 02:33:43,bfe440ec-fda0-4fef-a141-13e39c84d549,2024-10-10,2024,10,10,5,3476.41
Clothing,5cff72c1,,Gift Card,440.66,b1840734,Socks,9,0.0,Los Angeles,USA,TX,1174 Oak St,28527,"new,sale,exclusive",2024-05-30 12:54:43,cb3f95c8-8f2a-4498-addf-f714a0225d06,2024-05-30,2024,5,30,5,3965.94
Toys,f7871cba,,Credit Card,840.1,1bee1ba9,Stuffed Animal,7,3.0,Houston,USA,AZ,4879 Maple St,82657,,2024-10-20 11:20:43,9446156e-9732-4814-8866-abd2d80e7d8f,2024-10-20,2024,10,20,1,5880.7
Books,1e7d377e,,Bank Transfer,937.58,7d72ce10,History,9,3.0,Houston,USA,IL,7184 Maple St,18811,"new,limited,sale",2024-11-08 10:27:43,453750b8-312d-404a-9539-071063463c4e,2024-11-08,2024,11,8,6,8438.220000000001
Beauty,6548472d,,Credit Card,518.58,989a88bf,Face Cream,8,5.0,Phoenix,USA,NY,4419 Pine St,50122,exclusive,2025-01-08 21:04:43,ac52ce87-d5df-4d24-b6d0-cb93d8f6d9ea,2025-01-08,2025,1,8,4,4148.64
Health,8e53b7d3,,Bank Transfer,693.15,433693a4,Pain Reliever,4,0.0,Chicago,USA,NY,9427 Cedar St,33699,,2024-10-07 17:19:43,b0ea4960-4c10-4cd0-a859-9d44ba508d19,2024-10-07,2024,10,7,2,2772.6
Books,fc283b0e,,Debit Card,703.32,f4d4cf9a,Fiction Novel,6,1.0,Houston,USA,CA,4750 Pine St,78110,"exclusive,limited",2024-12-29 01:40:43,5356c35f-fd76-45b6-94cd-c702f5ec0348,2024-12-29,2024,12,29,1,4219.92
Books,08a6d8c1,,PayPal,103.27,cc1b5118,Biography,2,0.0,Los Angeles,USA,AZ,1370 Maple St,62021,"new,limited",2025-03-10 12:18:43,5213fa67-b827-4c47-9c08-0ffb62ff60b0,2025-03-10,2025,3,10,2,206.54
Clothing,5136c765,,Cash,301.83,3a664ebf,Jacket,5,5.0,Chicago,USA,AZ,6380 Oak St,39847,"sale,limited,trending",2024-12-31 09:54:43,39520190-3c5c-4d2e-9222-838dc657bd8b,2024-12-31,2024,12,31,3,1509.1499999999999
Beauty,62b182f4,,PayPal,527.05,f356e64d,Hair Dryer,10,3.0,Chicago,USA,NY,5360 Oak St,31032,,2024-11-11 05:59:43,e43f3657-9144-41d1-9691-175e3814c863,2024-11-11,2024,11,11,2,5270.5
Health,cb88d1fe,,Cash,55.14,0e9f75e0,Vitamins,4,2.0,Houston,USA,NY,4856 Maple St,24082,trending,2024-04-03 05:56:43,e6ce1692-63b1-4101-8672-5da1605766e6,2024-04-03,2024,4,3,4,220.56
Clothing,6954c24b,,Credit Card,745.9,df5ab301,Jeans,1,1.0,Chicago,USA,NY,3617 Pine St,80389,"exclusive,limited",2024-11-09 10:17:43,9bbc1dc3-a24f-4cac-96f0-6fda6fa43958,2024-11-09,2024,11,9,7,745.9
Books,7ea42839,,Credit Card,155.81,5e2967a2,Science Fiction,5,2.0,New York,USA,IL,4890 Main St,46238,"new,trending",2024-12-16 08:38:43,c2ab11c2-683a-4aac-9594-fe38ff4b46bc,2024-12-16,2024,12,16,2,779.05
Grocery,83877ccd,,PayPal,369.35,da255db4,Coffee,7,2.0,Los Angeles,USA,AZ,6878 Oak St,62003,trending,2024-07-04 02:50:43,6b1e062c-0189-467b-b58c-e90c557bf254,2024-07-04,2024,7,4,5,2585.4500000000003
Sports,9a07f560,,Credit Card,438.37,e4eda70c,Running Shoes,10,0.0,Chicago,USA,IL,5879 Pine St,92072,"sale,trending,limited",2024-04-03 08:08:43,42465472-8b41-49f8-989c-b2424cebc46b,2024-04-03,2024,4,3,4,4383.7
Beauty,0752a92f,,Debit Card,281.62,a3cfaa25,Face Cream,7,0.0,Los Angeles,USA,IL,4636 Oak St,88598,trending,2024-06-07 23:32:43,2e8e9ab4-4873-40a5-8a15-775873fc0a46,2024-06-07,2024,6,7,6,1971.3400000000001
Home & Kitchen,a1887e35,,Debit Card,454.04,d7673183,Toaster,10,3.0,Houston,USA,TX,2935 Pine St,54318,new,2024-11-18 06:37:43,d78f6716-4f88-4bc8-8286-052c52164723,2024-11-18,2024,11,18,2,4540.400000000001
Clothing,6296311a,,Cash,847.83,1fe6f883,Jacket,3,5.0,Chicago,USA,AZ,6910 Main St,90596,"sale,new",2024-05-06 06:29:43,7e85e70a-138b-4062-872c-54eb53f9ddcb,2024-05-06,2024,5,6,2,2543.4900000000002
Grocery,fa99949c,,Cash,741.7,f4af6c80,Cereal,7,4.0,Chicago,USA,TX,4470 Main St,74472,"sale,new",2024-11-07 14:42:43,ffbc9b1a-12da-4d68-a673-2579fb9eef51,2024-11-07,2024,11,7,5,5191.900000000001
